Owner,Kind,Constant,Value,Description
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeArchUpPour,13,Text is a 3D arch that curves up.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeArchDownPour,14,Text is a 3D arch that curves down.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeCirclePour,15,"Text has a 3D effect and follows a circle, reading clockwise."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeButtonPour,16,"Text is seen in 3D, curved around a center ""button."""
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeCurveUp,17,Text curves down and to the right as font size increases.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeCurveDown,18,Text curves down and to the right as font size decreases.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeCanUp,19,"Text is stretched to fill the height of the shape, with only a slight curve up."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeCanDown,20,"Text is stretched to fill the height of the shape, with only a slight curve down."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeWave1,21,"Text follows a wave up, then down and up again."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeWave2,22,"Text follows a wave down, then up and down again."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeDoubleWave1,23,"Text follows a line that curves up, then down, then up and down again."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeDoubleWave2,24,"Text follows a line that curves down, then up, then down and up again."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeInflate,25,"Font size of text increases to its center point, then decreases. Center point of each letter is on the same straight line."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeDeflate,26,"Font size decreases to the text's midpoint, then increases to the starting size."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeInflateBottom,27,"Font size of text increases to its center point, then decreases. Center point of each letter follows an arch that curves downward."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeDeflateBottom,28,"Font size decreases to the text's midpoint, then increases to the starting size, while keeping the top of the text along the same curve."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeInflateTop,29,"Font size of text increases to its center point, then decreases. Center point of each letter follows an arch that curves upward."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeDeflateTop,30,"Font size decreases to the text's midpoint, then increases to the starting size, while keeping the bottom of the text along the same curve."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeDeflateInflate,31,"Font size increases to the text's midpoint, then decreases to the starting size."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeDeflateInflateDeflate,32,"Font size decreases, increases, and decreases again across the text."
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeFadeRight,33,Right side of text appears to be closer to the viewer than left side.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeFadeLeft,34,Left side of text appears to be closer to the viewer than right side.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeFadeUp,35,Bottom of text appears to be closer to the viewer than top.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeFadeDown,36,Top of the text appears to be closer to the viewer than bottom of the text.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeSlantUp,37,Text slants up and to the right.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeSlantDown,38,Text slants down and to the right.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeCascadeUp,39,Text slants down and to the right as font size increases.
MsoPresetTextEffectShape,Enumeration,msoTextEffectShapeCascadeDown,40,Text slants up and to the right as font size decreases.
MsoPresetTexture,Enumeration,msoPresetTextureMixed,-2,Not used
MsoPresetTexture,Enumeration,msoTexturePapyrus,1,Papyrus texture
MsoPresetTexture,Enumeration,msoTextureCanvas,2,Canvas texture
MsoPresetTexture,Enumeration,msoTextureDenim,3,Denim texture
MsoPresetTexture,Enumeration,msoTextureWovenMat,4,Woven mat texture
MsoPresetTexture,Enumeration,msoTextureWaterDroplets,5,Water droplets texture
MsoPresetTexture,Enumeration,msoTexturePaperBag,6,Paper bag texture
MsoPresetTexture,Enumeration,msoTextureFishFossil,7,Fish fossil texture
MsoPresetTexture,Enumeration,msoTextureSand,8,Sand texture
MsoPresetTexture,Enumeration,msoTextureGreenMarble,9,Green marble texture
MsoPresetTexture,Enumeration,msoTextureWhiteMarble,10,White marble texture
MsoPresetTexture,Enumeration,msoTextureBrownMarble,11,Brown marble texture
MsoPresetTexture,Enumeration,msoTextureGranite,12,Granite texture
MsoPresetTexture,Enumeration,msoTextureNewsprint,13,Newsprint texture
MsoPresetTexture,Enumeration,msoTextureRecycledPaper,14,Recycled paper texture
MsoPresetTexture,Enumeration,msoTextureParchment,15,Parchment texture
MsoPresetTexture,Enumeration,msoTextureStationery,16,Stationery texture
MsoPresetTexture,Enumeration,msoTextureBlueTissuePaper,17,Blue tissue paper texture
MsoPresetTexture,Enumeration,msoTexturePinkTissuePaper,18,Pink tissue paper texture
MsoPresetTexture,Enumeration,msoTexturePurpleMesh,19,Purple mesh texture
MsoPresetTexture,Enumeration,msoTextureBouquet,20,Bouquet texture
MsoPresetTexture,Enumeration,msoTextureCork,21,Cork texture
MsoPresetTexture,Enumeration,msoTextureWalnut,22,Walnut texture
MsoPresetTexture,Enumeration,msoTextureOak,23,Oak texture
MsoPresetTexture,Enumeration,msoTextureMediumWood,24,Medium wood texture
MsoPresetThreeDFormat,Enumeration,msoPresetThreeDFormatMixed,-2,Not used
MsoPresetThreeDFormat,Enumeration,msoThreeD1,1,First 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD2,2,Second 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD3,3,Third 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD4,4,Fourth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD5,5,Fifth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD6,6,Sixth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD7,7,Seventh 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD8,8,Eighth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD9,9,Ninth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD10,10,Tenth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD11,11,Eleventh 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD12,12,Twelfth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD13,13,Thirteenth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD14,14,Fourteenth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD15,15,Fifteenth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD16,16,Sixteenth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD17,17,Seventeenth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD18,18,Eighteenth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD19,19,Nineteenth 3D format
MsoPresetThreeDFormat,Enumeration,msoThreeD20,20,Twentieth 3D format
MsoPrivacyOptionSetting,Enumeration,msoUserContentEnabled,0,
MsoPrivacyOptionSetting,Enumeration,msoDownloadContentEnabled,1,
MsoPrivacyOptionSetting,Enumeration,msoControllerConnectedServicesEnabled,2,
MsoPrivacyOptionSetting,Enumeration,msoDisconnectedState,3,
MsoReflectionType,Enumeration,msoReflectionTypeMixed,-2,Return value only; indicates a combination of the other states.
MsoReflectionType,Enumeration,msoReflectionTypeNone,0,No reflection type
MsoReflectionType,Enumeration,msoReflectionType1,1,Type 1
MsoReflectionType,Enumeration,msoReflectionType2,2,Type 2
MsoReflectionType,Enumeration,msoReflectionType3,3,Type 3
MsoReflectionType,Enumeration,msoReflectionType4,4,Type 4
MsoReflectionType,Enumeration,msoReflectionType5,5,Type 5
MsoReflectionType,Enumeration,msoReflectionType6,6,Type 6
MsoReflectionType,Enumeration,msoReflectionType7,7,Type 7
MsoReflectionType,Enumeration,msoReflectionType8,8,Type 8
MsoReflectionType,Enumeration,msoReflectionType9,9,Type 9
MsoRelativeNodePosition,Enumeration,msoBeforeNode,1,Node is added before current node.
MsoRelativeNodePosition,Enumeration,msoAfterNode,2,Node is added after current node.
MsoRelativeNodePosition,Enumeration,msoBeforeFirstSibling,3,Node is added before first sibling.
MsoRelativeNodePosition,Enumeration,msoAfterLastSibling,4,Node is added after last sibling.
MsoScaleFrom,Enumeration,msoScaleFromTopLeft,0,Shape's upper left corner retains its position.
MsoScaleFrom,Enumeration,msoScaleFromMiddle,1,Shape's midpoint retains its position.
MsoScaleFrom,Enumeration,msoScaleFromBottomRight,2,Shape's lower right corner retains its position.
MsoScreenSize,Enumeration,msoScreenSize544x376,0,544x376 resolution
MsoScreenSize,Enumeration,msoScreenSize640x480,1,640x480 resolution
MsoScreenSize,Enumeration,msoScreenSize720x512,2,720x512 resolution
MsoScreenSize,Enumeration,msoScreenSize800x600,3,800x600 resolution
MsoScreenSize,Enumeration,msoScreenSize1024x768,4,1024x768 resolution
MsoScreenSize,Enumeration,msoScreenSize1152x882,5,1152x882 resolution
MsoScreenSize,Enumeration,msoScreenSize1152x900,6,1152x900 resolution
MsoScreenSize,Enumeration,msoScreenSize1280x1024,7,1280x1024 resolution
MsoScreenSize,Enumeration,msoScreenSize1600x1200,8,1600x1200 resolution
MsoScreenSize,Enumeration,msoScreenSize1800x1440,9,1800x1440 resolution
MsoScreenSize,Enumeration,msoScreenSize1920x1200,10,1920x1200 resolution
MsoScriptLanguage,Enumeration,msoScriptLanguageJava,1,
MsoScriptLanguage,Enumeration,msoScriptLanguageVisualBasic,2,
MsoScriptLanguage,Enumeration,msoScriptLanguageASP,3,
MsoScriptLanguage,Enumeration,msoScriptLanguageOther,4,
MsoScriptLocation,Enumeration,msoScriptLocationInHead,1,
MsoScriptLocation,Enumeration,msoScriptLocationInBody,2,
MsoSearchIn,Enumeration,msoSearchInMyComputer,0,
MsoSearchIn,Enumeration,msoSearchInOutlook,1,
MsoSearchIn,Enumeration,msoSearchInMyNetworkPlaces,2,
MsoSearchIn,Enumeration,msoSearchInCustom,3,
MsoSegmentType,Enumeration,msoSegmentLine,0,Line
MsoSegmentType,Enumeration,msoSegmentCurve,1,Curve
MsoSensitivityLabelError,Enumeration,msoNoError,0,
MsoSensitivityLabelError,Enumeration,msoUserNotSignedIn,1,
MsoShadowStyle,Enumeration,msoShadowStyleMixed,-2,Specifies a combination of inner and outer shadow effects.
MsoShadowStyle,Enumeration,msoShadowStyleInnerShadow,1,Specifies the inner shadow effect.
MsoShadowStyle,Enumeration,msoShadowStyleOuterShadow,2,Specifies the outer shadow effect.
MsoShadowType,Enumeration,msoShadowMixed,-2,Not supported
MsoShadowType,Enumeration,msoShadow1,1,First shadow type. Represents a solid outer shadow offset to the top-left of the shape.
MsoShadowType,Enumeration,msoShadow2,2,Second shadow type. Represents a solid outer shadow offset to the top-right of the shape.
MsoShadowType,Enumeration,msoShadow3,3,Third shadow type. Represents a solid perspective shadow at the upper-left of the shape.
MsoShadowType,Enumeration,msoShadow4,4,Fourth shadow type. Represents a solid perspective shadow at the upper-right of the shape.
MsoShadowType,Enumeration,msoShadow5,5,Fifth shadow type. Represents a solid outer shadow offset to the bottom-left of the shape.
MsoShadowType,Enumeration,msoShadow6,6,Sixth shadow type. Represents a solid outer shadow offset to the bottom-right of the shape.
MsoShadowType,Enumeration,msoShadow7,7,Seventh shadow type. Represents a solid perspective shadow at the lower-left of the shape.
MsoShadowType,Enumeration,msoShadow8,8,Eighth shadow type. Represents a solid perspective shadow at the lower-right of the shape.
MsoShadowType,Enumeration,msoShadow9,9,Ninth shadow type. Represents a solid compact outer shadow offset to the top-left of the shape.
MsoShadowType,Enumeration,msoShadow10,10,Tenth shadow type. Represents an enlarged solid outer shadow offset to the top-left of the shape.
MsoShadowType,Enumeration,msoShadow11,11,"Eleventh shadow type. Represents a solid perspective shadow at the upper-left of the shape, identical to msoShadow3."
MsoShadowType,Enumeration,msoShadow12,12,"Twelfth shadow type. Represents a solid perspective shadow at the upper-right of the shape, identical to msoShadow4."
MsoShadowType,Enumeration,msoShadow13,13,Thirteenth shadow type. Represents a solid layered outer shadow offset to the top-left of the shape.
MsoShadowType,Enumeration,msoShadow14,14,Fourteenth shadow type. Represents a compact solid outer shadow offset to the bottom-right of the shape.
MsoShadowType,Enumeration,msoShadow15,15,"Fifteenth shadow type. Represents a solid perspective shadow at the lower-left of the shape, identical to msoShadow7."
MsoShadowType,Enumeration,msoShadow16,16,"Sixteenth shadow type. Represents a solid perspective shadow at the lower-right of the shape, identical to msoShadow8."
MsoShadowType,Enumeration,msoShadow17,17,Seventeenth shadow type. Represents a compact solid dual-offset outer shadow offset to the bottom-right and top-left of the shape.
MsoShadowType,Enumeration,msoShadow18,18,Eighteenth shadow type. Represents a compact solid dual-offset outer shadow offset to the top-left and bottom-right of the shape.
MsoShadowType,Enumeration,msoShadow19,19,Nineteenth shadow type. Represents no shadow.
MsoShadowType,Enumeration,msoShadow20,20,Twentieth shadow type. Represents a solid outer shadow offset to the bottom of the shape.
MsoShadowType,Enumeration,msoShadow21,21,Twenty-first shadow type. Represents a soft outer shadow offset to the bottom-right of the shape.
MsoShadowType,Enumeration,msoShadow22,22,Twenty-second shadow type. Represents a soft outer shadow offset to the bottom of the shape.
MsoShadowType,Enumeration,msoShadow23,23,Twenty-third shadow type. Represents a soft outer shadow offset to the bottom-left of the shape.
MsoShadowType,Enumeration,msoShadow24,24,Twenty-fourth shadow type. Represents a soft outer shadow offset to the right of the shape.
MsoShadowType,Enumeration,msoShadow25,25,Twenty-fifth shadow type. Represents a soft outer shadow offset to the center of the shape.
MsoShadowType,Enumeration,msoShadow26,26,Twenty-sixth shadow type. Represents a soft outer shadow offset to the left of the shape.
MsoShadowType,Enumeration,msoShadow27,27,Twenty-seventh shadow type. Represents a soft outer shadow offset to the top-right of the shape.
MsoShadowType,Enumeration,msoShadow28,28,Twenty-eighth shadow type. Represents a soft outer shadow offset to the top of the shape.
MsoShadowType,Enumeration,msoShadow29,29,Twenty-ninth shadow type. Represents a soft outer shadow offset to the top-left of the shape.
MsoShadowType,Enumeration,msoShadow30,30,Thirtieth shadow type. Represents an inner shadow offset to the top-left of the shape.
MsoShadowType,Enumeration,msoShadow31,31,Thirty-first shadow type. Represents an inner shadow offset to the top of the shape.
MsoShadowType,Enumeration,msoShadow32,32,Thirty-second shadow type. Represents an inner shadow offset to the top-right of the shape.
MsoShadowType,Enumeration,msoShadow33,33,Thirty-third shadow type. Represents an inner shadow offset to the left of the shape.
MsoShadowType,Enumeration,msoShadow34,34,Thirty-fourth shadow type. Represents an inner shadow offset to the center of the shape.
MsoShadowType,Enumeration,msoShadow35,35,Thirty-fifth shadow type. Represents an inner shadow offset to the right of the shape.
MsoShadowType,Enumeration,msoShadow36,36,Thirty-sixth shadow type. Represents an inner shadow offset to the bottom-left of the shape.
MsoShadowType,Enumeration,msoShadow37,37,Thirty-seventh shadow type. Represents an inner shadow offset to the bottom of the shape.
MsoShadowType,Enumeration,msoShadow38,38,Thirty-eighth shadow type. Represents an inner shadow offset to the bottom-right of the shape.
MsoShadowType,Enumeration,msoShadow39,39,Thirty-ninth shadow type. Represents a soft perspective shadow at the upper-left of the shape.
MsoShadowType,Enumeration,msoShadow40,40,Fourtieth shadow type. Represents a soft perspective shadow at the upper-right of the shape.
MsoShadowType,Enumeration,msoShadow41,41,Fourty-first shadow type. Represents a soft perspective shadow at the bottom of the shape.
MsoShadowType,Enumeration,msoShadow42,42,Fourty-second shadow type. Represents a soft perspective shadow at the lower-left of the shape.
MsoShadowType,Enumeration,msoShadow43,43,Fourty-third shadow type. Represents a soft perspective shadow at the lower-right of the shape.
MsoShapeStyleIndex,Enumeration,msoShapeStyleMixed,-2,A mix of shape styles
MsoShapeStyleIndex,Enumeration,msoShapeStyleNotAPreset,0,No shape style
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset1,1,Shape style 1
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset2,2,Shape style 2
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset3,3,Shape style 3
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset4,4,Shape style 4
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset5,5,Shape style 5
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset6,6,Shape style 6
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset7,7,Shape style 7
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset8,8,Shape style 8
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset9,9,Shape style 9
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset10,10,Shape style 10
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset11,11,Shape style 11
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset12,12,Shape style 12
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset13,13,Shape style 13
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset14,14,Shape style 14
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset15,15,Shape style 15
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset16,16,Shape style 16
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset17,17,Shape style 17
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset18,18,Shape style 18
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset19,19,Shape style 19
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset20,20,Shape style 20
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset21,21,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset22,22,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset23,23,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset24,24,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset25,25,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset26,26,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset27,27,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset28,28,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset29,29,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset30,30,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset31,31,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset32,32,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset33,33,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset34,34,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset35,35,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset36,36,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset37,37,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset38,38,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset39,39,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset40,40,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset41,41,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset42,42,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset43,43,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset44,44,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset45,45,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset46,46,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset47,47,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset48,48,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset49,49,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset50,50,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset51,51,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset52,52,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset53,53,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset54,54,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset55,55,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset56,56,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset57,57,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset58,58,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset59,59,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset60,60,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset61,61,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset62,62,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset63,63,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset64,64,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset65,65,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset66,66,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset67,67,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset68,68,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset69,69,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset70,70,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset71,71,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset72,72,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset73,73,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset74,74,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset75,75,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset76,76,
MsoShapeStyleIndex,Enumeration,msoShapeStylePreset77,77,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset1,10001,Line style 1
MsoShapeStyleIndex,Enumeration,msoLineStylePreset2,10002,Line style 2
MsoShapeStyleIndex,Enumeration,msoLineStylePreset3,10003,Line style 3
MsoShapeStyleIndex,Enumeration,msoLineStylePreset4,10004,Line style 4
MsoShapeStyleIndex,Enumeration,msoLineStylePreset5,10005,Line style 5
MsoShapeStyleIndex,Enumeration,msoLineStylePreset6,10006,Line style 6
MsoShapeStyleIndex,Enumeration,msoLineStylePreset7,10007,Line style 7
MsoShapeStyleIndex,Enumeration,msoLineStylePreset8,10008,Line style 8
MsoShapeStyleIndex,Enumeration,msoLineStylePreset9,10009,Line style 9
MsoShapeStyleIndex,Enumeration,msoLineStylePreset10,10010,Line style 10
MsoShapeStyleIndex,Enumeration,msoLineStylePreset11,10011,Line style 11
MsoShapeStyleIndex,Enumeration,msoLineStylePreset12,10012,Line style 12
MsoShapeStyleIndex,Enumeration,msoLineStylePreset13,10013,Line style 13
MsoShapeStyleIndex,Enumeration,msoLineStylePreset14,10014,Line style 14
MsoShapeStyleIndex,Enumeration,msoLineStylePreset15,10015,Line style 15
MsoShapeStyleIndex,Enumeration,msoLineStylePreset16,10016,Line style 16
MsoShapeStyleIndex,Enumeration,msoLineStylePreset17,10017,Line style 17
MsoShapeStyleIndex,Enumeration,msoLineStylePreset18,10018,Line style 18
MsoShapeStyleIndex,Enumeration,msoLineStylePreset19,10019,Line style 19
MsoShapeStyleIndex,Enumeration,msoLineStylePreset20,10020,Line style 20
MsoShapeStyleIndex,Enumeration,msoLineStylePreset21,10021,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset22,10022,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset23,10023,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset24,10024,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset25,10025,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset26,10026,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset27,10027,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset28,10028,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset29,10029,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset30,10030,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset31,10031,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset32,10032,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset33,10033,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset34,10034,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset35,10035,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset36,10036,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset37,10037,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset38,10038,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset39,10039,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset40,10040,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset41,10041,
MsoShapeStyleIndex,Enumeration,msoLineStylePreset42,10042,
MsoShapeType,Enumeration,msoShapeTypeMixed,-2,Mixed shape type
MsoShapeType,Enumeration,msoAutoShape,1,AutoShape
MsoShapeType,Enumeration,msoCallout,2,Callout
MsoShapeType,Enumeration,msoChart,3,Chart
MsoShapeType,Enumeration,msoComment,4,Comment
MsoShapeType,Enumeration,msoFreeform,5,Freeform
MsoShapeType,Enumeration,msoGroup,6,Group
MsoShapeType,Enumeration,msoEmbeddedOLEObject,7,Embedded OLE object
MsoShapeType,Enumeration,msoFormControl,8,Form control
MsoShapeType,Enumeration,msoLine,9,Line
MsoShapeType,Enumeration,msoLinkedOLEObject,10,Linked OLE object
MsoShapeType,Enumeration,msoLinkedPicture,11,Linked picture
MsoShapeType,Enumeration,msoOLEControlObject,12,OLE control object
MsoShapeType,Enumeration,msoPicture,13,Picture
MsoShapeType,Enumeration,msoPlaceholder,14,Placeholder
MsoShapeType,Enumeration,msoTextEffect,15,Text effect
MsoShapeType,Enumeration,msoMedia,16,Media
MsoShapeType,Enumeration,msoTextBox,17,Text box
MsoShapeType,Enumeration,msoScriptAnchor,18,Script anchor
MsoShapeType,Enumeration,msoTable,19,Table
MsoShapeType,Enumeration,msoCanvas,20,Canvas
MsoShapeType,Enumeration,msoDiagram,21,Diagram
MsoShapeType,Enumeration,msoInk,22,Ink
MsoShapeType,Enumeration,msoInkComment,23,Ink comment
MsoShapeType,Enumeration,msoSmartArt,24,
MsoShapeType,Enumeration,msoSlicer,25,Slicer
MsoShapeType,Enumeration,msoWebVideo,26,Web video
MsoShapeType,Enumeration,msoContentApp,27,Content Office Add-in
MsoShapeType,Enumeration,msoGraphic,28,Graphic
MsoShapeType,Enumeration,msoLinkedGraphic,29,Linked graphic
MsoShapeType,Enumeration,mso3DModel,30,3D model
MsoShapeType,Enumeration,msoLinked3DModel,31,Linked 3D model
MsoSharedWorkspaceTaskPriority,Enumeration,msoSharedWorkspaceTaskPriorityHigh,1,High priority
MsoSharedWorkspaceTaskPriority,Enumeration,msoSharedWorkspaceTaskPriorityNormal,2,Normal priority
MsoSharedWorkspaceTaskPriority,Enumeration,msoSharedWorkspaceTaskPriorityLow,3,Low priority
MsoSharedWorkspaceTaskStatus,Enumeration,msoSharedWorkspaceTaskStatusNotStarted,1,Not started
MsoSharedWorkspaceTaskStatus,Enumeration,msoSharedWorkspaceTaskStatusInProgress,2,In progress
MsoSharedWorkspaceTaskStatus,Enumeration,msoSharedWorkspaceTaskStatusCompleted,3,Completed
MsoSharedWorkspaceTaskStatus,Enumeration,msoSharedWorkspaceTaskStatusDeferred,4,Deferred
MsoSharedWorkspaceTaskStatus,Enumeration,msoSharedWorkspaceTaskStatusWaiting,5,Waiting
MsoSignatureSubset,Enumeration,msoSignatureSubsetSignaturesAllSigs,0,All non-visible signatures plus all signed signature lines.
MsoSignatureSubset,Enumeration,msoSignatureSubsetSignaturesNonVisible,1,All non-visible signatures.
MsoSignatureSubset,Enumeration,msoSignatureSubsetSignatureLines,2,All signature lines.
MsoSignatureSubset,Enumeration,msoSignatureSubsetSignatureLinesSigned,3,Signature lines that have been signed.
MsoSignatureSubset,Enumeration,msoSignatureSubsetSignatureLinesUnsigned,4,Signature lines that have not been signed.
MsoSignatureSubset,Enumeration,msoSignatureSubsetAll,5,All non-visible signatures plus all signature lines.
MsoSmartArtNodePosition,Enumeration,msoSmartArtNodeDefault,1,The default. Corresponds to clicking Add Shape in the SmartArt ribbon.
